""	patpatient1	patpatient10	patpatient11	patpatient12	patpatient13	patpatient14	patpatient15	patpatient16	patpatient17	patpatient18	patpatient19	patpatient2	patpatient20	patpatient21	patpatient22	patpatient23	patpatient24	patpatient25	patpatient26	patpatient27	patpatient28	patpatient29	patpatient3	patpatient30	patpatient31	patpatient32	patpatient33	patpatient34	patpatient35	patpatient36	patpatient37	patpatient38	patpatient39	patpatient4	patpatient40	patpatient41	patpatient42	patpatient43	patpatient44	patpatient45	patpatient5	patpatient6	patpatient7	patpatient8	patpatient9	tumor_purity0.440571818:typeMetastasis	tumor_purity0.504430138:typeMetastasis	tumor_purity0.554719284:typeMetastasis	tumor_purity0.555700973:typeMetastasis	tumor_purity0.592278332:typeMetastasis	tumor_purity0.597788867:typeMetastasis	tumor_purity0.603122026:typeMetastasis	tumor_purity0.604679073:typeMetastasis	tumor_purity0.623264117:typeMetastasis	tumor_purity0.628819219:typeMetastasis	tumor_purity0.629275938:typeMetastasis	tumor_purity0.631286641:typeMetastasis	tumor_purity0.634432514:typeMetastasis	tumor_purity0.635326324:typeMetastasis	tumor_purity0.636175319:typeMetastasis	tumor_purity0.638349556:typeMetastasis	tumor_purity0.647397678:typeMetastasis	tumor_purity0.661614711:typeMetastasis	tumor_purity0.668730934:typeMetastasis	tumor_purity0.678252212:typeMetastasis	tumor_purity0.679746734:typeMetastasis	tumor_purity0.680193026:typeMetastasis	tumor_purity0.684902523:typeMetastasis	tumor_purity0.688856445:typeMetastasis	tumor_purity0.698020333:typeMetastasis	tumor_purity0.709319959:typeMetastasis	tumor_purity0.724430658:typeMetastasis	tumor_purity0.724634483:typeMetastasis	tumor_purity0.72473835:typeMetastasis	tumor_purity0.728651379:typeMetastasis	tumor_purity0.734166174:typeMetastasis	tumor_purity0.736925668:typeMetastasis	tumor_purity0.749202508:typeMetastasis	tumor_purity0.751760627:typeMetastasis	tumor_purity0.754276702:typeMetastasis	tumor_purity0.754687159:typeMetastasis	tumor_purity0.756785797:typeMetastasis	tumor_purity0.764646395:typeMetastasis	tumor_purity0.768998344:typeMetastasis	tumor_purity0.770942425:typeMetastasis	tumor_purity0.772209672:typeMetastasis	tumor_purity0.774846874:typeMetastasis	tumor_purity0.775449638:typeMetastasis	tumor_purity0.778558033:typeMetastasis	tumor_purity0.787522598:typeMetastasis	tumor_purity0.797213085:typeMetastasis	tumor_purity0.805871008:typeMetastasis	tumor_purity0.807253526:typeMetastasis	tumor_purity0.807309629:typeMetastasis	tumor_purity0.808144621:typeMetastasis	tumor_purity0.810571716:typeMetastasis	tumor_purity0.811724257:typeMetastasis	tumor_purity0.831004258:typeMetastasis	tumor_purity0.83426237:typeMetastasis	tumor_purity0.835552109:typeMetastasis	tumor_purity0.836088771:typeMetastasis	tumor_purity0.839169811:typeMetastasis	tumor_purity0.848604128:typeMetastasis	tumor_purity0.852788168:typeMetastasis	tumor_purity0.858981487:typeMetastasis	tumor_purity0.867232381:typeMetastasis	tumor_purity0.868491341:typeMetastasis	tumor_purity0.873268416:typeMetastasis	tumor_purity0.87823635:typeMetastasis	tumor_purity0.894270377:typeMetastasis	tumor_purity0.897947645:typeMetastasis	tumor_purity0.900822769:typeMetastasis	tumor_purity0.904124215:typeMetastasis	tumor_purity0.904702937:typeMetastasis	tumor_purity0.913296715:typeMetastasis	tumor_purity0.916580629:typeMetastasis	tumor_purity0.922192401:typeMetastasis	tumor_purity0.929752531:typeMetastasis	tumor_purity0.930402118:typeMetastasis	tumor_purity0.932336085:typeMetastasis	tumor_purity0.933421665:typeMetastasis	tumor_purity0.940594287:typeMetastasis	tumor_purity0.942300893:typeMetastasis	tumor_purity0.950243077:typeMetastasis	tumor_purity0.952052941:typeMetastasis	tumor_purity0.952493551:typeMetastasis	tumor_purity0.952945811:typeMetastasis	tumor_purity0.953459565:typeMetastasis	tumor_purity0.95412602:typeMetastasis	tumor_purity0.960063482:typeMetastasis	tumor_purity0.961311432:typeMetastasis	tumor_purity0.963421671:typeMetastasis	tumor_purity0.96484842:typeMetastasis	tumor_purity0.966460367:typeMetastasis	tumor_purity0.972143303:typeMetastasis	tumor_purity0.440571818:typePrimary	tumor_purity0.504430138:typePrimary	tumor_purity0.554719284:typePrimary	tumor_purity0.555700973:typePrimary	tumor_purity0.592278332:typePrimary	tumor_purity0.597788867:typePrimary	tumor_purity0.603122026:typePrimary	tumor_purity0.604679073:typePrimary	tumor_purity0.623264117:typePrimary	tumor_purity0.628819219:typePrimary	tumor_purity0.629275938:typePrimary	tumor_purity0.631286641:typePrimary	tumor_purity0.634432514:typePrimary	tumor_purity0.635326324:typePrimary	tumor_purity0.636175319:typePrimary	tumor_purity0.638349556:typePrimary	tumor_purity0.647397678:typePrimary	tumor_purity0.661614711:typePrimary	tumor_purity0.668730934:typePrimary	tumor_purity0.678252212:typePrimary	tumor_purity0.679746734:typePrimary	tumor_purity0.680193026:typePrimary	tumor_purity0.684902523:typePrimary	tumor_purity0.688856445:typePrimary	tumor_purity0.698020333:typePrimary	tumor_purity0.709319959:typePrimary	tumor_purity0.724430658:typePrimary	tumor_purity0.724634483:typePrimary	tumor_purity0.72473835:typePrimary	tumor_purity0.728651379:typePrimary	tumor_purity0.734166174:typePrimary	tumor_purity0.736925668:typePrimary	tumor_purity0.749202508:typePrimary	tumor_purity0.751760627:typePrimary	tumor_purity0.754276702:typePrimary	tumor_purity0.754687159:typePrimary	tumor_purity0.756785797:typePrimary	tumor_purity0.764646395:typePrimary	tumor_purity0.768998344:typePrimary	tumor_purity0.770942425:typePrimary	tumor_purity0.772209672:typePrimary	tumor_purity0.774846874:typePrimary	tumor_purity0.775449638:typePrimary	tumor_purity0.778558033:typePrimary	tumor_purity0.787522598:typePrimary	tumor_purity0.797213085:typePrimary	tumor_purity0.805871008:typePrimary	tumor_purity0.807253526:typePrimary	tumor_purity0.807309629:typePrimary	tumor_purity0.808144621:typePrimary	tumor_purity0.810571716:typePrimary	tumor_purity0.811724257:typePrimary	tumor_purity0.831004258:typePrimary	tumor_purity0.83426237:typePrimary	tumor_purity0.835552109:typePrimary	tumor_purity0.836088771:typePrimary	tumor_purity0.839169811:typePrimary	tumor_purity0.848604128:typePrimary	tumor_purity0.852788168:typePrimary	tumor_purity0.858981487:typePrimary	tumor_purity0.867232381:typePrimary	tumor_purity0.868491341:typePrimary	tumor_purity0.873268416:typePrimary	tumor_purity0.87823635:typePrimary	tumor_purity0.894270377:typePrimary	tumor_purity0.897947645:typePrimary	tumor_purity0.900822769:typePrimary	tumor_purity0.904124215:typePrimary	tumor_purity0.904702937:typePrimary	tumor_purity0.913296715:typePrimary	tumor_purity0.916580629:typePrimary	tumor_purity0.922192401:typePrimary	tumor_purity0.929752531:typePrimary	tumor_purity0.930402118:typePrimary	tumor_purity0.932336085:typePrimary	tumor_purity0.933421665:typePrimary	tumor_purity0.940594287:typePrimary	tumor_purity0.942300893:typePrimary	tumor_purity0.950243077:typePrimary	tumor_purity0.952052941:typePrimary	tumor_purity0.952493551:typePrimary	tumor_purity0.952945811:typePrimary	tumor_purity0.953459565:typePrimary	tumor_purity0.95412602:typePrimary	tumor_purity0.960063482:typePrimary	tumor_purity0.961311432:typePrimary	tumor_purity0.963421671:typePrimary	tumor_purity0.96484842:typePrimary	tumor_purity0.966460367:typePrimary	tumor_purity0.972143303:typePrimary
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
